Proof,Uncompressed.length,Uncompressed.coreSize,Uncompressed.height,Uncompressed.space,Uncompressed.time,Uncompressed.transLength,PCNewNew.length,PCNewNew.coreSize,PCNewNew.height,PCNewNew.space,PCNewNew.time,PCNewNew.transLength,FCNewNew.length,FCNewNew.coreSize,FCNewNew.height,FCNewNew.space,FCNewNew.time,FCNewNew.transLength,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn749,5862,806,906,554,1658,6132,5796,848,910,544,8873,6044,5802,854,904,544,10735,6030,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1084,3859,630,421,365,700,4099,3803,644,426,362,3342,4033,3775,649,426,360,4322,3985,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl501,9250,879,921,632,1143,9852,9048,914,921,628,10707,9612,8959,916,918,627,13403,9491,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1275,5930,759,560,505,1411,6378,5877,792,565,495,7730,6317,5666,797,531,481,8794,6066,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl533,488974,4695,6056,4073,229165,495824,464046,6336,6046,5693,2738951,470998,464132,6538,6043,5692,4011605,471150,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl159,598136,3962,8740,3785,244283,605894,562221,5551,8660,5408,2464681,570055,561174,5680,8644,5410,3176597,568520,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn279,59163,1814,2177,1647,9637,60649,56233,2034,2171,1755,121928,57765,55983,2045,2153,1751,155347,57443,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl721,4359,732,236,196,464,4363,4215,734,241,189,1620,4219,4215,734,241,189,1897,4219,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl838,3411,595,612,323,609,3775,3398,677,617,310,4527,3760,3414,685,617,310,6018,3774,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn743,11176,1055,1130,734,2682,11752,10620,1108,1106,722,16108,11166,10505,1131,1101,721,19616,10969,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn103,11686,1236,1215,804,1821,12174,11405,1298,1220,802,11904,11873,11431,1322,1212,801,14694,11833,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1275,7135,681,658,563,1407,7575,7033,719,662,558,8358,7463,6949,725,660,551,10111,7363,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl126,5150,805,797,471,810,5616,5117,846,802,467,6187,5573,5100,860,784,464,7096,5492,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn961,121087,2507,3024,2403,55621,121903,114676,2698,3020,2727,373508,115486,114138,2712,2992,2725,455762,114832,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl292,5125,758,488,459,680,5703,4967,790,493,448,5410,5513,4964,796,493,446,6834,5488,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1093,4283,653,712,366,813,4577,4268,684,712,362,3974,4564,4265,686,711,362,4811,4555,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl230,12258,1049,1237,789,1870,12928,11942,1101,1242,775,16511,12594,11919,1111,1241,776,20579,12523,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1269,5018,629,730,434,942,5298,4929,648,735,436,4315,5203,4936,651,735,436,5329,5202,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl634,603677,4333,7729,3797,456578,607091,572607,5351,7700,5751,2919962,576141,572490,5392,7700,5749,3731990,575882,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl449,3912,575,402,418,555,4226,3880,596,407,418,3737,4184,3876,599,407,418,4537,4164,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl194,7957,1045,768,699,2056,8167,7767,1067,773,698,9522,7981,7761,1065,772,698,11089,7947,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl689,154331,2527,3101,2239,74323,155949,148956,2845,3101,2669,576589,150588,148669,2908,3098,2668,754218,150119,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1180,2788,426,411,270,678,2980,2716,445,402,269,2386,2898,2685,445,386,267,2745,2857,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn623,12277,1151,1222,824,3285,12747,12083,1193,1226,830,16373,12535,12030,1204,1225,827,20084,12438,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1268,3831,605,605,358,872,4145,3810,620,610,356,3143,4120,3816,623,610,356,3792,4114,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl820,554761,4594,9144,4022,273776,561393,526555,6384,9131,5739,3016671,533409,526256,6444,9129,5739,4299804,532768,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl548,21570,1602,1547,1219,6442,22016,21121,1656,1543,1233,37482,21559,21098,1662,1540,1233,47336,21512,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn627,9539,1280,802,909,2901,9771,9322,1290,805,906,10421,9540,9311,1295,805,907,11864,9501,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1079,12054,1137,909,753,2018,12928,11937,1221,914,740,17591,12797,11919,1236,912,738,21806,12689,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl645,11235,1208,1073,819,3589,11691,11039,1256,1065,810,17755,11483,11043,1269,1060,810,21024,11469,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl731,244685,2827,5573,2662,120627,246597,234901,3186,5565,3429,832800,236865,234911,3216,5565,3428,1048376,236693,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn880,718335,4801,6579,4395,321007,729423,674234,7983,6550,7022,3057744,686192,672355,8073,6544,7037,3933800,683615,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl995,745301,5210,7428,4235,340165,758525,695006,9098,7219,6587,3391690,709164,693914,9336,7213,6597,4498988,707482,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl682,226918,2718,4512,2573,96321,227898,215729,3073,4435,3268,919739,216713,215625,3079,4432,3270,1261045,216531,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl042,1553,295,208,182,237,1663,1545,302,213,187,1042,1655,1462,294,205,183,1084,1554,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl796,52823,2262,874,1614,15242,55043,51371,2564,880,1667,180291,53535,51285,2620,880,1667,267816,53225,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl128,13937,1400,1042,917,2229,14849,13721,1529,1047,909,19693,14629,13602,1544,1046,907,24581,14426,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl623,16299,1691,1352,996,5413,17105,15600,1787,1320,983,34025,16362,15542,1794,1317,982,41995,16268,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1101,53462,1771,1680,1477,12757,55562,51477,2166,1678,1561,123474,53555,51367,2167,1663,1560,160659,53329,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl096,4676,803,536,453,734,4878,4530,835,537,427,3049,4714,4541,842,536,427,3853,4707,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1024,58491,1834,1454,1559,14395,60251,56643,2257,1458,1679,139179,58307,56350,2265,1449,1676,174099,57914,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl628,7926,1023,886,607,2258,8162,7734,1028,883,599,9738,7960,7702,1031,883,598,11321,7912,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl392,18223,1184,721,841,2106,19005,17802,1297,726,868,35727,18592,17732,1297,715,867,52327,18476,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn148,14506,1263,1072,924,2484,15170,14290,1315,1075,923,16700,14952,14116,1307,1071,920,20060,14684,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl454,4659,575,560,440,560,5079,4562,603,564,436,3087,4960,4549,615,552,436,3655,4937,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn987,4533,828,634,442,1553,4717,4396,845,578,436,5542,4576,4434,836,614,435,6787,4586,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl260,27286,1507,1237,1275,4323,27774,26321,1562,1238,1312,37748,26811,26217,1569,1236,1310,48033,26633,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl310,1835,408,177,212,288,2117,1837,433,182,205,973,2115,1801,424,176,202,1123,2055,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl691,8577,834,486,618,1933,9215,8471,928,491,613,13332,9087,8402,942,491,612,16106,9002,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/dead_dnd044,139460,2329,3766,2074,67790,140458,133146,2539,3768,2525,531110,134162,133067,2549,3768,2525,671629,133979,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn307,5637,671,704,472,601,6129,5543,707,708,462,5622,6013,5539,706,708,462,7321,5987,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1145,38750,1444,1555,1323,9301,39522,36830,1557,1557,1370,91330,37610,36722,1567,1556,1370,104142,37436,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn139,11153,1070,884,792,1506,11577,10751,1098,889,799,10379,11159,10670,1103,889,799,13071,11058,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl121,3922,787,467,404,549,4140,3874,795,472,404,3441,4092,3862,798,472,404,4389,4060,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn539,9594,1080,856,700,2386,10106,9300,1164,854,678,16753,9794,9280,1163,846,679,21218,9746,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1159,4924,698,694,411,1123,5266,4762,723,699,401,4780,5104,4772,736,699,401,5801,5088,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl593,19304,1314,1014,944,6512,20074,18701,1436,1006,932,44202,19435,18665,1440,1007,931,54395,19373,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn565,261266,3420,5529,2934,131943,264154,248630,4073,5463,3645,1394156,251550,248641,4093,5463,3645,2101751,251503,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl570,857485,5513,7119,4875,498523,867449,818975,8063,7108,7916,4246420,829177,818662,8260,7107,7918,5694202,828352,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl939,19924,1358,1212,1029,10038,20582,19538,1460,1201,1040,52255,20180,19419,1466,1201,1038,60937,19973,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl642,145283,3116,4038,2759,76412,146785,136984,3435,3967,3152,634491,138554,136874,3453,3966,3152,881731,138340,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl154,262256,2937,5179,2852,134155,265520,244839,3639,5011,3464,873192,248207,244755,3694,5011,3464,1083364,247975,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl935,216593,2525,3822,2532,123031,217073,200234,2811,3765,3116,641073,200738,199202,2814,3755,3114,721469,199600,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl359,211393,2535,3548,2507,113768,212343,194163,2884,3524,3113,715555,195161,194028,2926,3524,3109,895483,194928,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1141,10985,1084,935,771,2440,11341,10804,1154,939,765,17381,11142,10821,1163,939,765,21442,11129,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1250,59349,1874,2236,1544,16688,61681,57849,2450,2227,1650,194964,60125,57671,2506,2224,1645,266019,59847,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl459,3117,511,576,299,655,3411,3075,526,581,293,2730,3367,3062,528,574,293,3382,3346,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl703,262237,3053,4816,2856,114663,263125,251508,3357,4776,3625,905469,252460,250930,3344,4773,3624,1139589,251756,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1151,4334,739,447,464,1057,4492,4271,758,449,468,3619,4411,4236,758,441,468,4121,4364,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl327,429575,3813,9353,4037,228934,433281,408075,4652,9278,5162,1589645,411851,407591,4703,9277,5154,2022024,411103,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1222,16742,1124,1406,867,4626,17830,16614,1242,1410,865,32538,17694,16558,1257,1407,866,40175,17584,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1189,14896,979,965,809,3621,15268,14538,1009,970,825,29472,14884,14409,1016,970,821,35933,14723,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl757,22444,1367,1411,1110,7866,23240,21859,1460,1410,1110,49754,22639,21841,1467,1398,1110,60708,22579,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl874,10291,936,701,725,1977,10609,10162,957,706,722,13139,10482,10162,962,706,722,16388,10468,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn105,126042,2435,3389,2495,37005,126652,120677,2566,3393,2809,389271,121321,120057,2560,3393,2807,516982,120593,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1117,11240,1064,967,751,2772,11576,10892,1088,962,755,18917,11214,10885,1093,962,754,23418,11185,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl892,38939,2521,1611,1330,8875,41987,37686,3034,1606,1314,136538,40592,37126,3063,1575,1313,173952,39620,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl748,4193,697,654,395,947,4383,4066,706,655,388,4092,4232,4042,711,655,386,5012,4172,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl306,11153,1155,1235,717,1441,12009,10904,1224,1169,703,14867,11708,10928,1240,1169,702,19249,11738,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl308,38665,1974,1518,1470,5698,40983,36524,2106,1495,1464,110381,38840,36495,2136,1495,1463,164141,38659,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl347,250154,2844,6414,2887,146226,250962,239856,3016,6357,3525,1118888,240676,239841,3029,6357,3525,1572806,240591,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl774,29558,1485,1387,1064,6597,31136,29138,1796,1385,1111,55300,30522,29001,1787,1385,1111,69316,30323,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1078,16544,1185,1509,886,3331,17616,16239,1320,1513,877,30039,17271,16178,1335,1495,872,36295,17122,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1260,9343,1010,1043,681,1824,10105,9317,1082,1048,667,12730,10051,9325,1089,1048,667,15843,10031,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl406,1913,345,327,211,364,2263,1942,419,332,205,2009,2260,1948,421,332,205,2613,2248,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1203,20789,1272,1558,994,4338,21731,20449,1394,1563,999,36215,21369,20435,1406,1559,996,45255,21331,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl384,5530,861,876,529,1067,5868,5458,877,881,523,6688,5796,5328,872,864,522,8153,5632,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn288,16341,1136,863,986,2284,16743,15744,1146,868,994,21309,16140,15714,1149,868,994,27103,16074,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl672,16420,1245,1094,942,5838,16850,15723,1313,1083,947,30908,16119,15667,1307,1082,948,37018,16051,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl354,25526,1904,1893,1102,4390,26542,24570,2036,1894,1105,55413,25532,24545,2048,1894,1104,79758,25461,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/dead_dnd001,4160,561,413,382,456,4452,4076,575,418,382,3968,4366,4078,576,418,382,5262,4364,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1058,5347,638,568,487,1074,5829,5299,707,573,474,6909,5769,5187,711,563,468,8204,5611,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl998,16995,1163,958,984,4935,17561,16344,1249,953,1012,32755,16906,16005,1255,941,1009,38066,16481,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn616,4655,712,553,491,917,4913,4608,746,545,486,4217,4864,4611,748,544,486,5209,4859,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1257,97998,2288,2574,1810,22864,101934,95780,2966,2567,1983,272774,99744,94717,3051,2559,1985,344737,98393,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl573,452823,4048,8363,3524,229045,458077,430823,5327,8349,4935,2081891,436083,430730,5431,8346,4939,2807602,435724,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl163,364486,3925,6736,3635,152526,370538,348426,5203,6712,4473,1498535,354650,347548,5303,6706,4474,1968448,353346,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn211,2939,625,547,336,594,3147,2747,623,507,335,1941,2951,2751,625,507,335,2343,2947,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl253,6352,904,810,571,1647,6592,6260,924,802,573,8037,6488,6259,924,802,573,9556,6481,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl150,10102,1076,822,900,1467,10682,9923,1118,827,892,12192,10497,9782,1130,821,889,15592,10316,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn427,13621,1064,1306,814,1458,14201,13338,1159,1310,826,53384,13880,13322,1176,1310,824,118459,13814,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1079,2089,376,383,238,402,2201,2079,382,388,238,1274,2187,2074,384,386,237,1602,2170,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl033,13875,1033,1208,744,1808,15113,13714,1176,1206,724,25015,14954,13585,1201,1197,720,30765,14705,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl047,47830,2334,1962,1618,7398,51670,47165,2913,1965,1574,157944,51017,46799,2980,1962,1571,208667,50385,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn787,6773,784,846,509,1241,7275,6636,843,840,506,7977,7126,6415,848,838,499,9885,6867,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn666,14382,1255,1176,987,5709,14744,14052,1281,1181,988,30775,14426,14018,1278,1178,989,36912,14348,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl872,98736,2308,2204,1991,28113,100150,94858,2518,2189,2260,237817,96288,94720,2544,2189,2258,301126,96070,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl012,28302,1737,1559,1358,5437,28966,26984,1798,1556,1389,80711,27644,27004,1809,1556,1389,104580,27612,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn817,12888,1285,990,936,4349,13176,12366,1310,908,926,19356,12652,12358,1315,907,926,22293,12624,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1022,12675,1148,1200,751,2156,13859,12519,1334,1200,730,19719,13689,12188,1338,1192,736,23304,13266,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1256,8678,838,875,600,1418,9508,8630,903,877,588,12636,9448,8647,922,875,588,15422,9429,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/dead_dnd014,258232,3395,3463,2814,45599,264558,240760,4913,3405,3490,990591,247336,240349,4970,3399,3493,1330507,246515,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1127,5292,729,633,496,1148,5580,5219,744,638,490,4966,5507,5223,746,638,490,5763,5513,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1267,5630,547,682,442,1035,5886,5508,589,681,434,5366,5744,5504,600,677,433,6629,5724,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn518,17480,1218,1159,872,3478,18032,17142,1293,1153,878,30123,17674,17146,1299,1160,878,40576,17652,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl967,3456,530,310,371,611,3696,3411,545,315,370,2837,3649,3428,553,315,370,3472,3674,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/dead_dnd023,39126,1413,1365,1179,9112,39944,37432,1540,1354,1245,79707,38258,37445,1549,1354,1245,95072,38227,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn836,3857,737,266,245,399,3859,3741,738,271,253,1327,3743,3741,738,271,253,1529,3743,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1228,3859,579,684,372,835,4165,3499,601,664,333,4859,3793,3475,604,644,327,5673,3743,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn007,3850,538,486,318,449,4238,3808,540,491,325,1882,4196,3810,541,491,325,2306,4194,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl237,8556,939,500,692,1646,8780,8390,942,502,696,7540,8610,8058,927,502,695,8384,8254,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn827,57607,2078,1170,1654,13474,60109,55728,2489,1163,1737,140857,58236,55611,2512,1158,1738,173960,57985,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl943,535355,4553,8532,4187,277697,542137,511682,6201,8506,5774,2183831,518650,510729,6263,8482,5775,2774289,517381,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn268,33648,1371,1718,1248,5873,34348,31649,1473,1601,1292,55603,32333,31560,1475,1601,1294,72109,32192,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1153,3501,594,502,366,765,3817,3379,619,500,347,3213,3683,3350,622,485,347,3764,3622,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1052,162069,2428,3481,2090,43109,165885,155608,3464,3481,2482,589774,159598,154970,3515,3470,2483,770516,158670,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn711,5325,794,649,443,816,5795,5241,849,654,436,4479,5669,5219,851,653,436,5510,5615,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl774,1677,315,238,148,274,2087,1739,418,230,141,750,2073,1699,395,232,141,918,2029,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl253,58136,1743,1817,1704,13808,58980,55309,1813,1793,1822,129610,56133,55312,1819,1793,1823,162313,56108,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn380,8725,1063,943,749,1407,9321,8511,1084,948,748,7233,9077,8518,1093,948,748,8715,9068,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn594,19143,1347,1539,1077,5987,19947,18750,1414,1517,1081,30139,19544,18679,1423,1507,1079,35654,19421,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl943,12548,1260,1316,885,4346,13112,12154,1305,1290,870,21741,12704,12170,1317,1290,870,25447,12688,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl263,1312,323,187,140,320,1368,1306,323,191,144,785,1362,1308,324,191,144,916,1360,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl674,725313,5096,7850,4258,330852,737613,672974,8812,7787,6710,3131045,685928,671366,8973,7776,6718,4132737,683850,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl385,128485,2258,3179,2339,28777,129665,120936,2433,3171,2751,427588,122158,120823,2433,3163,2750,532119,121959,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl546,5448,1007,691,496,1370,5620,5351,1019,677,492,5806,5505,5356,1022,677,492,7461,5490,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl680,571310,3910,7390,3531,236632,576112,543113,5250,7375,5557,2170323,547957,543178,5351,7373,5561,2841718,547786,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1258,3004,503,666,333,627,3226,2922,528,623,333,2121,3126,2920,530,610,333,2505,3118,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn066,794,162,185,112,326,888,817,180,186,112,602,911,825,185,187,113,586,909,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl913,127821,2395,2554,2327,54509,128571,122698,2556,2556,2707,366257,123478,122453,2579,2550,2703,448436,123069,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl554,543617,4894,7560,3889,362336,551429,515126,6873,7518,5649,3275395,523078,515045,6942,7516,5652,4860804,522909,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn704,9177,1169,857,730,2156,9641,9086,1236,862,732,9354,9532,9074,1229,861,731,11685,9508,
